antibody_id,pdb_path,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total,structure_errors,canonical_H1,canonical_H2,canonical_H3,canonical_L1,canonical_L2,canonical_L3,sequence_errors,pI,GRAVY,instability_index,net_charge_pH7,hydro_patch_max9,charge_patch_max7,agg_motifs,deamidation_sites,isomerization_sites,cmc_flags,immuno_risk_level,immuno_tcia_score,immuno_n_high,immuno_n_medium,immuno_n_tolerated,immuno_n_clusters
Penpulimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Penpulimab.pdb,86.54168174235082,68,4.64275790340809,2.041644811630249,491.91843691671147,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.33,-0.351,44.3,1.8,0.556,3.0,0,2,1,,HIGH,0.6889,21,6,17,4
Pepinemab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Pepinemab.pdb,78.69469243725885,68,4.777778912747324,2.426692247390747,526.7390199850414,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.41,-0.495,41.4,-3.1,0.667,3.0,0,0,3,pI_unusually_low (5.41); hydro_patch_moderate (0.67),HIGH,0.6173,12,9,40,4
Perakizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Perakizumab.pdb,84.87720554149277,73,4.601037630022878,1.2427023649215698,482.4043604937607,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.56,-0.309,38.3,-0.2,0.667,3.0,0,3,3,hydro_patch_moderate (0.67),HIGH,0.7619,25,1,38,4
Peresolimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Peresolimab.pdb,83.41832667410577,73,4.7071006267928,2.3177430629730225,586.8809275440999,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.47,-0.347,37.4,-0.3,0.556,3.0,0,2,0,,HIGH,0.6315,16,6,37,3
Pertuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Pertuzumab.pdb,84.48045965261937,71,4.697077543672546,2.094217538833618,579.9180769922735,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.31,-0.297,32.3,1.8,0.556,3.0,0,2,0,,HIGH,0.6745,23,8,44,4
Pexelizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Pexelizumab.pdb,81.55105091993914,75,4.64151078599872,1.8332875967025757,614.0666315040983,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.55,-0.28,30.9,-1.3,0.556,3.0,0,0,1,,HIGH,0.6963,16,6,37,5
Picankibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Picankibart.pdb,84.37093028406636,67,4.682645462131125,1.4727610349655151,519.902355429137,,H1-10-1,H2-16-?,H3-6,L1-11-1,L2-7-1,L3-9,,8.96,-0.425,41.8,5.0,0.556,3.0,0,0,0,,HIGH,0.677,11,5,37,4
Pidilizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Pidilizumab.pdb,83.4799488972416,55,4.69597213507446,1.953930377960205,608.4358502713144,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,8.55,-0.236,44.5,2.8,0.556,3.0,0,1,1,,HIGH,0.6458,29,15,5,4
Pimurutamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Pimurutamab.pdb,85.17285932514719,77,4.616838476996928,1.208740234375,450.984200661762,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.43,-0.288,38.8,-3.0,0.667,3.0,0,2,0,pI_unusually_low (5.43); hydro_patch_moderate (0.67),HIGH,0.673,16,11,48,5
Pinatuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Pinatuzumab.pdb,82.64930212448814,78,4.562437462301403,0.997174084186554,478.1917989045622,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.34,-0.375,33.3,1.9,0.556,3.0,0,1,2,,HIGH,0.7023,33,5,41,5
Pivekimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Pivekimab.pdb,84.1484635480553,72,4.714971322156398,1.9394652843475342,615.3653580531108,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.26,-0.475,38.4,1.8,0.556,3.0,0,1,2,,HIGH,0.6282,18,12,29,5
Plonmarlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Plonmarlimab.pdb,84.58240727516753,70,4.641576807209522,2.2520334720611572,561.3401169916251,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.92,-0.42,27.5,5.1,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.5683,15,8,42,5
Plozalizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Plozalizumab.pdb,77.46089027750153,59,4.637050918170384,1.6703816652297974,523.8335140923781,,H1-10-1,H2-16-?,H3-6,L1-11-1,L2-7-1,L3-9,,8.83,-0.325,44.1,3.9,0.667,3.0,1,2,5,hydro_patch_moderate (0.67),HIGH,0.547,7,9,49,5
Podentamig2,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Podentamig2.pdb,89.23892317596591,83,4.67925776737429,1.740414023399353,474.8973900213232,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.09,-0.261,33.3,5.9,0.556,4.0,0,1,1,,HIGH,0.5278,12,10,39,5
Polatuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Polatuzumab.pdb,79.14285634245783,70,4.7430613538369695,1.7970387935638428,539.3887357435034,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,4.85,-0.346,43.6,-5.2,0.667,3.0,0,1,1,pI_unusually_low (4.85); hydro_patch_moderate (0.67),HIGH,0.7665,23,0,35,5
Polzastobart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Polzastobart.pdb,79.39105509110796,79,4.612766367047863,2.0836527347564697,548.3609240856242,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.3,27.2,1.9,0.778,3.0,0,2,0,hydro_patch_high (0.78),HIGH,0.6982,27,0,32,5
Ponezumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ponezumab.pdb,77.2464977948402,57,4.6399194125531364,1.737320065498352,696.2638232523086,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.8,-0.332,48.8,3.9,0.556,3.0,0,0,0,,HIGH,0.559,14,11,39,5
Posdinemab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Posdinemab.pdb,87.58747390829845,76,4.573194484534182,0.8227289319038391,491.2941461695748,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.99,-0.309,39.8,4.7,0.556,3.0,0,2,2,,HIGH,0.6498,14,2,63,5
Posnafusp,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Posnafusp.pdb,75.27592763624284,66,4.702679369969391,2.458444833755493,524.8743145755337,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.29,-0.326,33.3,2.1,0.667,3.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.7281,28,5,28,4
Pradusinstobart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Pradusinstobart.pdb,79.19267609173134,73,4.654825368683086,1.5490760803222656,468.09954638763855,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.85,-0.33,33.8,4.7,0.667,3.0,0,2,2,hydro_patch_moderate (0.67),HIGH,0.5679,15,0,44,5
Prafnosbart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Prafnosbart.pdb,87.94688255290829,70,4.6302884968577835,0.9515804648399353,476.4297018381116,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,7.85,-0.162,44.4,0.9,0.667,3.0,1,2,0,hydro_patch_moderate (0.67),HIGH,0.7522,30,5,33,4
Praluzatamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Praluzatamab.pdb,74.70511683477315,82,4.645258814198864,1.0089386701583862,501.46608911114737,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.15,-0.195,35.0,-1.1,0.778,3.0,2,1,0,hydro_patch_high (0.78),HIGH,0.763,25,0,43,5
Prasinezumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Prasinezumab.pdb,77.1336873897689,59,4.710501730604458,2.675405263900757,464.2341949275118,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.95,-0.262,35.1,4.8,0.667,3.0,1,2,0,hydro_patch_moderate (0.67),HIGH,0.758,33,1,41,4
Prolgolimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Prolgolimab.pdb,81.23354577323393,69,4.615266041295363,1.3992393016815186,667.6109012753041,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.87,-0.235,31.6,3.8,0.556,3.0,3,2,3,,HIGH,0.7853,19,1,57,4
Pucotenlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Pucotenlimab.pdb,80.96867754395086,68,4.728970601481776,2.351309061050415,506.366341405226,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.64,-0.329,39.4,2.8,0.556,3.0,0,2,1,,HIGH,0.6571,23,6,31,5
Quavonlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Quavonlimab.pdb,80.67143020650063,57,4.605059943683854,1.8022844791412354,554.7931740372256,,H1-10-1,H2-16-?,H3-4,L1-11-1,L2-7-1,L3-9,,8.82,-0.364,39.6,3.8,0.556,3.0,0,2,1,,HIGH,0.7154,25,7,30,4
Quetmolimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Quetmolimab.pdb,83.29333896847051,69,4.626533269882202,2.076059103012085,548.5844405489455,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.28,-0.391,32.2,1.9,0.556,3.0,0,0,3,,HIGH,0.518,16,13,23,5
Quilizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Quilizumab.pdb,80.04717115911131,73,4.63779545050825,1.6375677585601807,476.3463357500578,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.98,-0.254,34.0,-0.0,0.778,3.0,0,2,0,hydro_patch_high (0.78),HIGH,0.7235,13,3,50,4
Ragifilimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ragifilimab.pdb,74.1768887888033,73,4.523046729957883,0.8216917514801025,544.6871129115926,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.75,-0.414,23.3,3.8,0.556,2.0,1,1,1,,HIGH,0.6111,18,12,34,5
Ralpancizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ralpancizumab.pdb,81.83511484134715,74,4.506053820313239,0.8002316951751709,587.2279203796799,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.19,-0.496,41.6,7.1,0.556,3.0,0,0,0,,HIGH,0.6268,9,6,49,5
Raludotatug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Raludotatug.pdb,80.42604096814229,79,4.572900707936149,0.8104832768440247,478.78450486455785,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,7.84,-0.328,38.9,0.9,0.556,3.0,0,0,1,,HIGH,0.655,17,3,31,4
Ralzapastotug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ralzapastotug.pdb,82.2482956609433,77,4.63199262212921,1.7498414516448975,527.2456881942308,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.93,-0.289,28.0,4.9,0.556,2.0,0,0,0,,HIGH,0.6599,20,3,47,5
Ranibizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ranibizumab.pdb,85.67686270448856,71,4.655189291538934,1.3992242813110352,526.869122499805,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.34,-0.325,37.1,-0.9,0.556,3.0,1,1,0,,HIGH,0.7531,30,0,37,5
Ravagalimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ravagalimab.pdb,77.90222438472179,62,4.660840366448566,2.1148815155029297,486.3472582415506,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.32,-0.347,30.1,1.8,0.556,2.0,1,2,1,,HIGH,0.7361,14,3,56,4
Ravulizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ravulizumab.pdb,81.57511157322364,72,4.637325091473988,1.845511555671692,664.9327681509443,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.71,-0.294,33.7,-2.1,0.556,3.0,0,0,1,,HIGH,0.6532,16,9,34,5
Recaticimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Recaticimab.pdb,73.11727072730625,80,4.485642022099148,0.478946715593338,499.9357394807705,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.77,-0.514,42.4,3.9,0.556,4.0,1,1,0,,HIGH,0.6692,12,4,41,5
Recibokibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Recibokibart.pdb,81.99298305007112,80,4.586360616981983,1.6401876211166382,572.7915782611274,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.25,-0.456,37.3,7.0,0.556,3.0,0,1,0,,HIGH,0.6727,28,4,38,5
Refanezumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Refanezumab.pdb,66.01585237389779,74,4.7300359892084245,2.224137306213379,534.6216359270566,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,5.7,-0.309,23.0,-2.1,0.556,3.0,1,0,1,,HIGH,0.7271,14,2,59,5
Reflocibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Reflocibart.pdb,83.4661533946737,70,4.64147949034643,1.1863700151443481,603.280741509201,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.39,-0.449,37.2,9.0,0.667,4.0,1,1,0,hydro_patch_moderate (0.67),HIGH,0.5967,12,9,39,4
Remzistotug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Remzistotug.pdb,79.40001383929089,85,4.508129917596176,0.5044363737106323,585.3590549779,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.63,-0.225,46.2,2.8,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.2716,0,9,54,2
Reslizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Reslizumab.pdb,85.78725148406437,77,4.72637042981907,2.239466905593872,524.2218529052731,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.56,-0.261,33.1,-0.2,0.667,3.0,0,5,0,hydro_patch_moderate (0.67),HIGH,0.8074,25,0,25,5
Resugosbart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Resugosbart.pdb,87.18692715509687,69,4.64320207233385,1.446021556854248,496.64936652974006,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,4.91,-0.453,42.5,-4.2,0.556,3.0,1,0,1,pI_unusually_low (4.91),HIGH,0.576,22,5,36,4
Retifanlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Retifanlimab.pdb,80.7975607344574,73,4.704422537009129,2.2019410133361816,523.012571426099,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.96,-0.335,43.1,-2.0,0.556,3.0,0,0,1,,HIGH,0.6539,17,5,36,4
Revdofilimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Revdofilimab.pdb,80.47823005440397,61,4.6630167170992465,2.03916597366333,483.5359490776144,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.07,-0.337,45.7,-4.1,0.778,3.0,0,4,4,pI_unusually_low (5.07); hydro_patch_high (0.78),HIGH,0.6971,20,1,53,4
Riliprubart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Riliprubart.pdb,77.82673730501645,69,4.747861678148407,1.7100220918655396,515.6168604574885,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,4.78,-0.402,39.9,-8.1,0.556,3.0,0,0,4,pI_unusually_low (4.78),HIGH,0.6406,40,19,15,5
Rilogrotug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Rilogrotug.pdb,82.95580025080848,75,4.680749572823174,1.7098259925842285,534.2575934063461,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.385,32.2,0.9,0.556,3.0,0,1,1,,HIGH,0.6653,23,6,35,5
Risankizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Risankizumab.pdb,78.6729107656165,75,4.671120290466435,1.9270845651626587,522.797458723126,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.77,-0.359,36.5,4.0,0.778,3.0,2,0,1,hydro_patch_high (0.78),HIGH,0.6051,22,13,24,5
Rivabazumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Rivabazumab.pdb,81.04566454725637,75,4.643522842975087,1.5110715627670288,501.93042697732346,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.73,-0.352,44.8,-2.0,0.667,3.0,0,2,3,hydro_patch_moderate (0.67),HIGH,0.7106,41,8,24,4
Roconkibart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Roconkibart.pdb,77.48024477546419,69,4.750641429299459,2.4664716720581055,579.3829786785659,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.8,-0.319,37.7,1.1,0.556,3.0,0,2,0,,HIGH,0.6872,14,6,42,4
Rolinsatamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Rolinsatamab.pdb,83.99589583535698,69,4.683163669714974,2.336993932723999,539.674450505378,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.415,37.1,1.9,0.556,3.0,0,1,2,,HIGH,0.5356,20,9,29,5
Rolistobart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Rolistobart.pdb,78.5146623328235,89,4.523249092706247,0.423459529876709,481.56806329338735,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.85,-0.382,45.5,-0.1,0.556,3.0,1,2,3,,HIGH,0.7609,14,2,51,3
Romosozumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Romosozumab.pdb,85.22840350726543,79,4.6351543165478315,1.4486476182937622,486.48207969027936,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.45,-0.463,37.2,-2.1,0.444,4.0,1,1,0,pI_unusually_low (5.45),HIGH,0.6869,15,5,43,4
Rontalizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Rontalizumab.pdb,79.1364403935391,79,4.630621800573362,1.0906627178192139,503.75233211391674,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.87,-0.335,37.7,1.1,0.556,3.0,0,1,0,,HIGH,0.7122,23,7,34,5
Rosmantuzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Rosmantuzumab.pdb,79.7876161056992,62,4.701860243141907,1.8644402027130127,543.1150625657302,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.45,-0.488,37.0,-2.2,0.667,3.0,0,1,3,pI_unusually_low (5.45); hydro_patch_moderate (0.67),HIGH,0.6619,33,9,18,5
Rosnilimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Rosnilimab.pdb,82.43560322228174,70,4.680873288048638,2.267181396484375,532.411611889054,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.79,-0.303,49.2,1.1,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.6187,24,8,40,5
Rosopatamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Rosopatamab.pdb,84.68680816737044,75,4.607198620634782,0.5544768571853638,523.8771193984098,,H1-10-1,H2-16-?,H3-6,L1-11-1,L2-7-1,L3-9,,5.39,-0.486,31.5,-3.0,0.556,3.0,1,2,0,pI_unusually_low (5.39),HIGH,0.6282,27,13,19,4
Rovalpituzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Rovalpituzumab.pdb,84.62269058185079,65,4.62743042394811,1.594145655632019,487.5677578244917,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.53,-0.412,42.3,-1.3,0.556,3.0,1,0,1,,HIGH,0.6536,13,6,46,5
Rovelizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Rovelizumab.pdb,75.95138045100161,68,4.645081339046402,1.6839815378189087,517.308837175911,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.93,-0.472,35.8,-1.2,0.667,3.0,2,0,0,hydro_patch_moderate (0.67),HIGH,0.5432,6,9,37,3
Rozanolixizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Rozanolixizumab.pdb,81.769132783682,68,4.533073956238296,0.9847811460494995,495.2063335401789,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.62,-0.165,40.0,3.0,0.556,3.0,3,1,4,,HIGH,0.6597,18,13,29,5
Rulonilimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Rulonilimab.pdb,82.87667374445458,66,4.70434062668102,2.487030029296875,526.4550016831998,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.2,-0.362,48.8,-1.0,0.556,4.0,1,0,1,,HIGH,0.598,18,11,17,5
Ruplizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ruplizumab.pdb,79.28908146855868,80,4.654846510453658,2.0606284141540527,587.2021632469113,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.18,-0.41,46.9,-1.1,0.556,3.0,2,1,2,,HIGH,0.6572,35,12,12,5
Ruxoprubart,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ruxoprubart.pdb,85.3867287845865,76,4.663030394168445,1.2447856664657593,605.5893840675906,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.74,-0.473,34.0,3.9,0.556,3.0,0,0,0,,HIGH,0.5437,29,22,9,5
Sabatolimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Sabatolimab.pdb,77.4347518854895,58,4.708992593828737,2.594717502593994,579.3112443373121,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.59,-0.39,38.1,2.8,0.667,3.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.5946,9,5,37,5
Sabirnetug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Sabirnetug.pdb,80.06503291921642,65,4.60971235309591,2.2208950519561768,468.01959285460475,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.65,-0.203,40.1,3.0,0.556,3.0,0,3,0,,HIGH,0.7656,20,2,54,5
Sacituzumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Sacituzumab.pdb,80.8882955620402,68,4.684568792617947,2.3970377445220947,572.7170989532924,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.56,-0.236,25.5,2.8,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.7541,30,2,28,5
Samalizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Samalizumab.pdb,84.67029029800229,69,4.667677234127143,1.6536699533462524,493.5388259015371,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.54,-0.444,45.0,2.8,0.667,3.0,2,1,1,hydro_patch_moderate (0.67),HIGH,0.6473,36,12,15,4
Samrotamab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Samrotamab.pdb,83.05726624256302,85,4.544564787573463,1.5600613355636597,534.0145558716736,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.84,-0.438,29.8,0.9,0.556,2.0,1,0,0,,HIGH,0.5992,12,10,26,5
Sasanlimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Sasanlimab.pdb,74.69022011634448,79,4.666053158301552,1.0364348888397217,554.906399654455,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.28,-0.42,30.4,1.8,0.556,3.0,1,0,2,,HIGH,0.5556,6,13,42,3
Satralizumab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Satralizumab.pdb,84.57976337344833,75,4.696048508840378,1.3782647848129272,508.8014239049439,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.17,-0.315,34.5,-6.8,0.556,3.0,1,2,1,pI_unusually_low (5.17),HIGH,0.5961,19,14,35,5
Semorinemab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Semorinemab.pdb,81.65566301346809,64,4.696939562421396,2.3785958290100098,584.7939060214641,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.86,-0.249,34.5,0.9,0.556,3.0,0,5,1,,HIGH,0.7363,21,2,41,3
Semzuvolimab,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Semzuvolimab.pdb,79.26961736359794,70,4.744678782426285,2.6460132598876953,576.6713496315344,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.15,-0.361,31.2,-1.1,0.667,3.0,1,1,2,hydro_patch_moderate (0.67),HIGH,0.6701,25,11,7,5
Seniprutug,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Seniprutug.pdb,82.29922100056638,68,4.676899607860259,1.3554611206054688,498.3780579943075,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.379,35.6,0.9,0.556,3.0,0,0,1,,HIGH,0.632,29,19,13,4
